class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
60117,10,3,C3+C4+F4,21,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (1 3 0) -> (3 3 0) ; C4: (2 1 3 0) -> (0 3 3 0) ; F4: (1 0 3 1) -> (0 0 3 3)
60122,9,3,C3+C4+F4,39,2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 3 1) -> (1 2 3) ; C4: (1 1 3 1) -> (0 1 2 3) ; F4: (2 1 3 1) -> (0 3 2 1)
60124,13,3,C3+C4+F4,4,3q^3 + 7q^4 + 10q^5 + 7q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 3 1) -> (1 3 3) ; C4: (2 1 3 1) -> (0 1 3 3) ; F4: (3 1 3 1) -> (0 3 3 1)
60126,12,3,C3+C4+F4,5,2q^2 + 6q^3 + 7q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 3 1) -> (2 3 2) ; C4: (2 1 3 1) -> (0 2 3 2) ; F4: (2 1 3 1) -> (0 2 3 2)
60128,9,3,C3+C4+F4,20,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 3 1) -> (3 1 3) ; C4: (2 1 3 1) -> (0 3 1 3) ; F4: (2 1 3 1) -> (0 3 1 3)
60130,13,3,C3+C4+F4,3,3q^3 + 10q^4 + 12q^5 + 13q^6 + 8q^7 + 5q^8 + 2q^9 + 1q^10,C3: (1 3 1) -> (3 2 3) ; C4: (3 1 3 1) -> (0 3 2 3) ; F4: (3 1 3 1) -> (0 3 2 3)
60131,8,3,C3+C4+F4,111,1q + 2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 3 1) -> (3 3 1) ; C4: (2 1 3 1) -> (0 3 3 1) ; F4: (1 1 3 1) -> (0 1 3 3)
60134,11,3,C3+C4+F4,8,2q^2 + 6q^3 + 7q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 3 2) -> (2 3 3) ; C4: (2 1 3 2) -> (0 2 3 3) ; F4: (2 2 3 1) -> (0 3 3 2)
60137,13,3,C3+C4+F4,5,2q^4 + 1q^5 + 2q^6 + 1q^7 + 1q^8,C3: (2 0 0) -> (0 1 2) ; C4: (1 2 0 0) -> (0 0 1 2) ; F4: (3 0 0 2) -> (0 2 1 0)
60142,13,3,C3+C4+F4,6,1q^3 + 1q^4 + 2q^5 + 1q^7,C3: (2 0 0) -> (0 3 0) ; C4: (1 2 0 0) -> (0 0 3 0) ; F4: (2 0 0 2) -> (0 0 3 0)
60148,11,3,C3+C4+F4,15,1q^2 + 2q^3 + 2q^4 + 2q^5 + 1q^6,C3: (2 0 0) -> (1 1 1) ; C4: (1 2 0 0) -> (0 1 1 1) ; F4: (2 0 0 2) -> (0 1 1 1)
60152,14,3,C3+C4+F4,4,1q^3 + 3q^4 + 4q^5 + 6q^6 + 4q^7 + 3q^8 + 2q^9 + 1q^10,C3: (2 0 0) -> (1 2 1) ; C4: (2 2 0 0) -> (0 1 2 1) ; F4: (3 0 0 2) -> (0 1 2 1)
60159,14,3,C3+C4+F4,4,2q^3 + 1q^4 + 4q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (2 0 0) -> (2 0 2) ; C4: (2 2 0 0) -> (0 2 0 2) ; F4: (3 0 0 2) -> (0 2 0 2)
60164,14,3,C3+C4+F4,5,2q^2 + 1q^3 + 4q^4 + 2q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 0 0) -> (2 2 0) ; C4: (2 2 0 0) -> (0 2 2 0) ; F4: (2 0 0 2) -> (0 0 2 2)
60168,13,3,C3+C4+F4,3,1q^3 + 2q^4 + 4q^5 + 6q^6 + 5q^7 + 6q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,C3: (2 0 0) -> (2 3 0) ; C4: (3 2 0 0) -> (0 2 3 0) ; F4: (3 0 0 2) -> (0 0 3 2)
60172,12,3,C3+C4+F4,8,2q^3 + 1q^4 + 2q^5 + 1q^6 + 1q^7,C3: (2 0 0) -> (3 0 1) ; C4: (2 2 0 0) -> (0 3 0 1) ; F4: (2 0 0 2) -> (0 1 0 3)
60176,13,3,C3+C4+F4,3,1q^3 + 3q^4 + 5q^5 + 6q^6 + 6q^7 + 5q^8 + 3q^9 + 2q^10 + 1q^11,C3: (2 0 0) -> (3 1 1) ; C4: (3 2 0 0) -> (0 3 1 1) ; F4: (3 0 0 2) -> (0 1 1 3)
60187,13,3,C3+C4+F4,5,2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,C3: (2 0 1) -> (0 1 3) ; C4: (1 2 0 1) -> (0 0 1 3) ; F4: (3 1 0 2) -> (0 3 1 0)
60190,13,3,C3+C4+F4,6,2q^3 + 3q^4 + 2q^5 + 1q^6 + 1q^7,C3: (2 0 1) -> (0 3 1) ; C4: (1 2 0 1) -> (0 0 3 1) ; F4: (2 1 0 2) -> (0 1 3 0)
60194,11,3,C3+C4+F4,15,1q^2 + 3q^3 + 3q^4 + 2q^5 + 1q^6,C3: (2 0 1) -> (1 1 2) ; C4: (1 2 0 1) -> (0 1 1 2) ; F4: (2 1 0 2) -> (0 2 1 1)
60197,14,3,C3+C4+F4,4,1q^3 + 5q^4 + 7q^5 + 8q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,C3: (2 0 1) -> (1 2 2) ; C4: (2 2 0 1) -> (0 1 2 2) ; F4: (3 1 0 2) -> (0 2 2 1)
60199,11,3,C3+C4+F4,17,2q^2 + 2q^3 + 1q^4 + 1q^5,C3: (2 0 1) -> (1 3 0) ; C4: (1 2 0 1) -> (0 1 3 0) ; F4: (1 1 0 2) -> (0 0 3 1)
60203,14,3,C3+C4+F4,4,2q^3 + 2q^4 + 5q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (2 0 1) -> (2 0 3) ; C4: (2 2 0 1) -> (0 2 0 3) ; F4: (3 1 0 2) -> (0 3 0 2)
60206,14,3,C3+C4+F4,5,2q^2 + 4q^3 + 7q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (2 0 1) -> (2 2 1) ; C4: (2 2 0 1) -> (0 2 2 1) ; F4: (2 1 0 2) -> (0 1 2 2)
60210,14,3,C3+C4+F4,3,1q^3 + 5q^4 + 10q^5 + 13q^6 + 12q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (2 0 1) -> (2 3 1) ; C4: (3 2 0 1) -> (0 2 3 1) ; F4: (3 1 0 2) -> (0 1 3 2)
60213,12,3,C3+C4+F4,8,3q^3 + 2q^4 + 3q^5 + 1q^6 + 1q^7,C3: (2 0 1) -> (3 0 2) ; C4: (2 2 0 1) -> (0 3 0 2) ; F4: (2 1 0 2) -> (0 2 0 3)
60216,14,3,C3+C4+F4,3,1q^3 + 6q^4 + 9q^5 + 10q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (2 0 1) -> (3 1 2) ; C4: (3 2 0 1) -> (0 3 1 2) ; F4: (3 1 0 2) -> (0 2 1 3)
60218,12,3,C3+C4+F4,9,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (2 0 1) -> (3 2 0) ; C4: (2 2 0 1) -> (0 3 2 0) ; F4: (1 1 0 2) -> (0 0 2 3)
60222,14,3,C3+C4+F4,4,3q^3 + 4q^4 + 6q^5 + 6q^6 + 4q^7 + 3q^8 + 1q^9 + 1q^10,C3: (2 0 1) -> (3 3 0) ; C4: (3 2 0 1) -> (0 3 3 0) ; F4: (2 1 0 2) -> (0 0 3 3)
60227,12,3,C3+C4+F4,6,2q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (2 0 2) -> (0 3 2) ; C4: (1 2 0 2) -> (0 0 3 2) ; F4: (2 2 0 2) -> (0 2 3 0)
60229,9,3,C3+C4+F4,30,1q^2 + 3q^3 + 3q^4 + 2q^5 + 1q^6,C3: (2 0 2) -> (1 1 3) ; C4: (1 2 0 2) -> (0 1 1 3) ; F4: (2 2 0 2) -> (0 3 1 1)
60231,13,3,C3+C4+F4,4,1q^3 + 5q^4 + 7q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (2 0 2) -> (1 2 3) ; C4: (2 2 0 2) -> (0 1 2 3) ; F4: (3 2 0 2) -> (0 3 2 1)
60232,9,3,C3+C4+F4,49,2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (2 0 2) -> (1 3 1) ; C4: (1 2 0 2) -> (0 1 3 1) ; F4: (1 2 0 2) -> (0 1 3 1)
60236,13,3,C3+C4+F4,5,2q^2 + 4q^3 + 8q^4 + 6q^5 + 5q^6 + 2q^7 + 1q^8,C3: (2 0 2) -> (2 2 2) ; C4: (2 2 0 2) -> (0 2 2 2) ; F4: (2 2 0 2) -> (0 2 2 2)
60239,13,3,C3+C4+F4,3,1q^3 + 5q^4 + 12q^5 + 17q^6 + 15q^7 + 12q^8 + 7q^9 + 5q^10 + 2q^11 + 1q^12,C3: (2 0 2) -> (2 3 2) ; C4: (3 2 0 2) -> (0 2 3 2) ; F4: (3 2 0 2) -> (0 2 3 2)
60241,10,3,C3+C4+F4,20,3q^3 + 2q^4 + 3q^5 + 1q^6 + 1q^7,C3: (2 0 2) -> (3 0 3) ; C4: (2 2 0 2) -> (0 3 0 3) ; F4: (2 2 0 2) -> (0 3 0 3)
60243,13,3,C3+C4+F4,3,1q^3 + 6q^4 + 10q^5 + 11q^6 + 10q^7 + 7q^8 + 4q^9 + 2q^10 + 1q^11,C3: (2 0 2) -> (3 1 3) ; C4: (3 2 0 2) -> (0 3 1 3) ; F4: (3 2 0 2) -> (0 3 1 3)
60244,10,3,C3+C4+F4,30,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 0 2) -> (3 2 1) ; C4: (2 2 0 2) -> (0 3 2 1) ; F4: (1 2 0 2) -> (0 1 2 3)
60248,13,3,C3+C4+F4,4,3q^3 + 7q^4 + 10q^5 + 10q^6 + 7q^7 + 4q^8 + 2q^9 + 1q^10,C3: (2 0 2) -> (3 3 1) ; C4: (3 2 0 2) -> (0 3 3 1) ; F4: (2 2 0 2) -> (0 1 3 3)
60251,11,3,C3+C4+F4,9,2q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (2 0 3) -> (0 3 3) ; C4: (1 2 0 3) -> (0 0 3 3) ; F4: (2 3 0 2) -> (0 3 3 0)
60253,12,3,C3+C4+F4,8,2q^2 + 4q^3 + 8q^4 + 6q^5 + 5q^6 + 2q^7 + 1q^8,C3: (2 0 3) -> (2 2 3) ; C4: (2 2 0 3) -> (0 2 2 3) ; F4: (2 3 0 2) -> (0 3 2 2)
60255,14,3,C3+C4+F4,3,1q^3 + 5q^4 + 12q^5 + 17q^6 + 16q^7 + 13q^8 + 8q^9 + 5q^10 + 2q^11 + 1q^12,C3: (2 0 3) -> (2 3 3) ; C4: (3 2 0 3) -> (0 2 3 3) ; F4: (3 3 0 2) -> (0 3 3 2)
60257,14,3,C3+C4+F4,4,3q^3 + 7q^4 + 11q^5 + 11q^6 + 8q^7 + 5q^8 + 2q^9 + 1q^10,C3: (2 0 3) -> (3 3 2) ; C4: (3 2 0 3) -> (0 3 3 2) ; F4: (2 3 0 2) -> (0 2 3 3)
60260,14,3,C3+C4+F4,5,1q^3 + 3q^4 + 2q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 1 0) -> (0 2 2) ; C4: (1 2 1 0) -> (0 0 2 2) ; F4: (3 0 1 2) -> (0 2 2 0)
60265,12,3,C3+C4+F4,13,1q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,C3: (2 1 0) -> (1 0 3) ; C4: (1 2 1 0) -> (0 1 0 3) ; F4: (3 0 1 2) -> (0 3 0 1)
60268,12,3,C3+C4+F4,15,2q^2 + 3q^3 + 3q^4 + 2q^5 + 1q^6,C3: (2 1 0) -> (1 2 1) ; C4: (1 2 1 0) -> (0 1 2 1) ; F4: (2 0 1 2) -> (0 1 2 1)
60272,13,3,C3+C4+F4,4,2q^3 + 5q^4 + 7q^5 + 7q^6 + 5q^7 + 3q^8 + 2q^9 + 1q^10,C3: (2 1 0) -> (1 3 1) ; C4: (2 2 1 0) -> (0 1 3 1) ; F4: (3 0 1 2) -> (0 1 3 1)
60276,13,3,C3+C4+F4,4,3q^3 + 5q^4 + 7q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (2 1 0) -> (2 1 2) ; C4: (2 2 1 0) -> (0 2 1 2) ; F4: (3 0 1 2) -> (0 2 1 2)
60281,13,3,C3+C4+F4,5,2q^2 + 2q^3 + 5q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 1 0) -> (2 3 0) ; C4: (2 2 1 0) -> (0 2 3 0) ; F4: (2 0 1 2) -> (0 0 3 2)
60287,11,3,C3+C4+F4,8,2q^2 + 4q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (2 1 0) -> (3 1 1) ; C4: (2 2 1 0) -> (0 3 1 1) ; F4: (2 0 1 2) -> (0 1 1 3)
60291,14,3,C3+C4+F4,3,3q^3 + 6q^4 + 10q^5 + 10q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (2 1 0) -> (3 2 1) ; C4: (3 2 1 0) -> (0 3 2 1) ; F4: (3 0 1 2) -> (0 1 2 3)
60298,14,3,C3+C4+F4,5,1q^3 + 3q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 1 1) -> (0 2 3) ; C4: (1 2 1 1) -> (0 0 2 3) ; F4: (3 1 1 2) -> (0 3 2 0)
60302,12,3,C3+C4+F4,15,2q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 1 1) -> (1 2 2) ; C4: (1 2 1 1) -> (0 1 2 2) ; F4: (2 1 1 2) -> (0 2 2 1)
60305,13,3,C3+C4+F4,4,2q^3 + 7q^4 + 10q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (2 1 1) -> (1 3 2) ; C4: (2 2 1 1) -> (0 1 3 2) ; F4: (3 1 1 2) -> (0 2 3 1)
60307,13,3,C3+C4+F4,4,3q^3 + 6q^4 + 8q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (2 1 1) -> (2 1 3) ; C4: (2 2 1 1) -> (0 2 1 3) ; F4: (3 1 1 2) -> (0 3 1 2)
60310,13,3,C3+C4+F4,5,2q^2 + 5q^3 + 8q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (2 1 1) -> (2 3 1) ; C4: (2 2 1 1) -> (0 2 3 1) ; F4: (2 1 1 2) -> (0 1 3 2)
60314,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (2 1 1) -> (3 1 2) ; C4: (2 2 1 1) -> (0 3 1 2) ; F4: (2 1 1 2) -> (0 2 1 3)
60317,14,3,C3+C4+F4,3,3q^3 + 9q^4 + 14q^5 + 14q^6 + 12q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (2 1 1) -> (3 2 2) ; C4: (3 2 1 1) -> (0 3 2 2) ; F4: (3 1 1 2) -> (0 2 2 3)
60319,10,3,C3+C4+F4,9,2q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (2 1 1) -> (3 3 0) ; C4: (2 2 1 1) -> (0 3 3 0) ; F4: (1 1 1 2) -> (0 0 3 3)
60324,10,3,C3+C4+F4,30,2q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 1 2) -> (1 2 3) ; C4: (1 2 1 2) -> (0 1 2 3) ; F4: (2 2 1 2) -> (0 3 2 1)
60326,12,3,C3+C4+F4,4,2q^3 + 7q^4 + 10q^5 + 10q^6 + 7q^7 + 4q^8 + 2q^9 + 1q^10,C3: (2 1 2) -> (1 3 3) ; C4: (2 2 1 2) -> (0 1 3 3) ; F4: (3 2 1 2) -> (0 3 3 1)
60328,12,3,C3+C4+F4,5,2q^2 + 5q^3 + 9q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (2 1 2) -> (2 3 2) ; C4: (2 2 1 2) -> (0 2 3 2) ; F4: (2 2 1 2) -> (0 2 3 2)
60330,9,3,C3+C4+F4,20,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (2 1 2) -> (3 1 3) ; C4: (2 2 1 2) -> (0 3 1 3) ; F4: (2 2 1 2) -> (0 3 1 3)
60332,13,3,C3+C4+F4,3,3q^3 + 9q^4 + 15q^5 + 15q^6 + 13q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (2 1 2) -> (3 2 3) ; C4: (3 2 1 2) -> (0 3 2 3) ; F4: (3 2 1 2) -> (0 3 2 3)
60333,8,3,C3+C4+F4,30,2q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 1 2) -> (3 3 1) ; C4: (2 2 1 2) -> (0 3 3 1) ; F4: (1 2 1 2) -> (0 1 3 3)
60336,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 9q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (2 1 3) -> (2 3 3) ; C4: (2 2 1 3) -> (0 2 3 3) ; F4: (2 3 1 2) -> (0 3 3 2)
60339,14,3,C3+C4+F4,5,1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 2 0) -> (0 3 2) ; C4: (1 2 2 0) -> (0 0 3 2) ; F4: (3 0 2 2) -> (0 2 3 0)
60341,12,3,C3+C4+F4,13,2q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (2 2 0) -> (1 1 3) ; C4: (1 2 2 0) -> (0 1 1 3) ; F4: (3 0 2 2) -> (0 3 1 1)
60344,12,3,C3+C4+F4,15,2q^2 + 4q^3 + 3q^4 + 2q^5 + 1q^6,C3: (2 2 0) -> (1 3 1) ; C4: (1 2 2 0) -> (0 1 3 1) ; F4: (2 0 2 2) -> (0 1 3 1)
60348,14,3,C3+C4+F4,4,5q^3 + 7q^4 + 10q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (2 2 0) -> (2 2 2) ; C4: (2 2 2 0) -> (0 2 2 2) ; F4: (3 0 2 2) -> (0 2 2 2)
60353,12,3,C3+C4+F4,7,1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 2 0) -> (3 0 3) ; C4: (2 2 2 0) -> (0 3 0 3) ; F4: (3 0 2 2) -> (0 3 0 3)
60356,12,3,C3+C4+F4,8,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (2 2 0) -> (3 2 1) ; C4: (2 2 2 0) -> (0 3 2 1) ; F4: (2 0 2 2) -> (0 1 2 3)
60360,13,3,C3+C4+F4,3,3q^3 + 8q^4 + 12q^5 + 13q^6 + 10q^7 + 7q^8 + 4q^9 + 2q^10 + 1q^11,C3: (2 2 0) -> (3 3 1) ; C4: (3 2 2 0) -> (0 3 3 1) ; F4: (3 0 2 2) -> (0 1 3 3)
60363,14,3,C3+C4+F4,5,1q^3 + 4q^4 + 4q^5 + 3q^6 + 1q^7 + 1q^8,C3: (2 2 1) -> (0 3 3) ; C4: (1 2 2 1) -> (0 0 3 3) ; F4: (3 1 2 2) -> (0 3 3 0)
60365,12,3,C3+C4+F4,15,2q^2 + 5q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 2 1) -> (1 3 2) ; C4: (1 2 2 1) -> (0 1 3 2) ; F4: (2 1 2 2) -> (0 2 3 1)
60367,14,3,C3+C4+F4,4,5q^3 + 8q^4 + 11q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (2 2 1) -> (2 2 3) ; C4: (2 2 2 1) -> (0 2 2 3) ; F4: (3 1 2 2) -> (0 3 2 2)
60371,12,3,C3+C4+F4,8,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (2 2 1) -> (3 2 2) ; C4: (2 2 2 1) -> (0 3 2 2) ; F4: (2 1 2 2) -> (0 2 2 3)
60374,13,3,C3+C4+F4,3,3q^3 + 11q^4 + 16q^5 + 17q^6 + 13q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (2 2 1) -> (3 3 2) ; C4: (3 2 2 1) -> (0 3 3 2) ; F4: (3 1 2 2) -> (0 2 3 3)
60376,10,3,C3+C4+F4,30,2q^2 + 5q^3 + 4q^4 + 2q^5 + 1q^6,C3: (2 2 2) -> (1 3 3) ; C4: (1 2 2 2) -> (0 1 3 3) ; F4: (2 2 2 2) -> (0 3 3 1)
60378,10,3,C3+C4+F4,20,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (2 2 2) -> (3 2 3) ; C4: (2 2 2 2) -> (0 3 2 3) ; F4: (2 2 2 2) -> (0 3 2 3)
60380,12,3,C3+C4+F4,3,3q^3 + 11q^4 + 17q^5 + 18q^6 + 14q^7 + 9q^8 + 5q^9 + 2q^10 + 1q^11,C3: (2 2 2) -> (3 3 3) ; C4: (3 2 2 2) -> (0 3 3 3) ; F4: (3 2 2 2) -> (0 3 3 3)
60382,12,3,C3+C4+F4,13,3q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (2 3 0) -> (1 2 3) ; C4: (1 2 3 0) -> (0 1 2 3) ; F4: (3 0 3 2) -> (0 3 2 1)
60386,14,3,C3+C4+F4,4,5q^3 + 8q^4 + 11q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (2 3 0) -> (2 3 2) ; C4: (2 2 3 0) -> (0 2 3 2) ; F4: (3 0 3 2) -> (0 2 3 2)
60388,12,3,C3+C4+F4,7,3q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (2 3 0) -> (3 1 3) ; C4: (2 2 3 0) -> (0 3 1 3) ; F4: (3 0 3 2) -> (0 3 1 3)
60391,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,C3: (2 3 0) -> (3 3 1) ; C4: (2 2 3 0) -> (0 3 3 1) ; F4: (2 0 3 2) -> (0 1 3 3)
60395,14,3,C3+C4+F4,4,5q^3 + 9q^4 + 12q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (2 3 1) -> (2 3 3) ; C4: (2 2 3 1) -> (0 2 3 3) ; F4: (3 1 3 2) -> (0 3 3 2)
60397,11,3,C3+C4+F4,8,2q^2 + 6q^3 + 7q^4 + 5q^5 + 2q^6 + 1q^7,C3: (2 3 1) -> (3 3 2) ; C4: (2 2 3 1) -> (0 3 3 2) ; F4: (2 1 3 2) -> (0 2 3 3)
60399,9,3,C3+C4+F4,20,2q^2 + 6q^3 + 7q^4 + 5q^5 + 2q^6 + 1q^7,C3: (2 3 2) -> (3 3 3) ; C4: (2 2 3 2) -> (0 3 3 3) ; F4: (2 2 3 2) -> (0 3 3 3)
60403,13,3,C3+C4+F4,5,1q^3 + 1q^4 + 2q^5 + 3q^6 + 2q^7 + 1q^8 + 1q^9,C3: (3 0 0) -> (0 3 1) ; C4: (1 3 0 0) -> (0 0 3 1) ; F4: (3 0 0 3) -> (0 1 3 0)
60407,11,3,C3+C4+F4,8,1q^3 + 2q^4 + 3q^5 + 3q^6 + 2q^7 + 1q^8,C3: (3 0 0) -> (1 1 2) ; C4: (1 3 0 0) -> (0 1 1 2) ; F4: (3 0 0 3) -> (0 2 1 1)
60412,11,3,C3+C4+F4,9,1q^2 + 1q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,C3: (3 0 0) -> (1 3 0) ; C4: (1 3 0 0) -> (0 1 3 0) ; F4: (2 0 0 3) -> (0 0 3 1)
60419,14,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 7q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,C3: (3 0 0) -> (2 2 1) ; C4: (2 3 0 0) -> (0 2 2 1) ; F4: (3 0 0 3) -> (0 1 2 2)
60426,12,3,C3+C4+F4,7,2q^3 + 1q^4 + 4q^5 + 2q^6 + 3q^7 + 1q^8 + 1q^9,C3: (3 0 0) -> (3 0 2) ; C4: (2 3 0 0) -> (0 3 0 2) ; F4: (3 0 0 3) -> (0 2 0 3)
60431,12,3,C3+C4+F4,8,2q^2 + 1q^3 + 4q^4 + 2q^5 + 3q^6 + 1q^7 + 1q^8,C3: (3 0 0) -> (3 2 0) ; C4: (2 3 0 0) -> (0 3 2 0) ; F4: (2 0 0 3) -> (0 0 2 3)
60435,13,3,C3+C4+F4,3,2q^3 + 2q^4 + 5q^5 + 6q^6 + 6q^7 + 6q^8 + 4q^9 + 3q^10 + 1q^11 + 1q^12,C3: (3 0 0) -> (3 3 0) ; C4: (3 3 0 0) -> (0 3 3 0) ; F4: (3 0 0 3) -> (0 0 3 3)
60440,13,3,C3+C4+F4,5,1q^3 + 2q^4 + 4q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (3 0 1) -> (0 3 2) ; C4: (1 3 0 1) -> (0 0 3 2) ; F4: (3 1 0 3) -> (0 2 3 0)
60442,11,3,C3+C4+F4,8,1q^3 + 3q^4 + 4q^5 + 3q^6 + 2q^7 + 1q^8,C3: (3 0 1) -> (1 1 3) ; C4: (1 3 0 1) -> (0 1 1 3) ; F4: (3 1 0 3) -> (0 3 1 1)
60445,11,3,C3+C4+F4,9,1q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,C3: (3 0 1) -> (1 3 1) ; C4: (1 3 0 1) -> (0 1 3 1) ; F4: (2 1 0 3) -> (0 1 3 1)
60449,14,3,C3+C4+F4,4,1q^3 + 7q^4 + 8q^5 + 10q^6 + 6q^7 + 5q^8 + 2q^9 + 1q^10,C3: (3 0 1) -> (2 2 2) ; C4: (2 3 0 1) -> (0 2 2 2) ; F4: (3 1 0 3) -> (0 2 2 2)
60454,12,3,C3+C4+F4,7,2q^3 + 2q^4 + 5q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (3 0 1) -> (3 0 3) ; C4: (2 3 0 1) -> (0 3 0 3) ; F4: (3 1 0 3) -> (0 3 0 3)
60457,12,3,C3+C4+F4,8,2q^2 + 4q^3 + 7q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 0 1) -> (3 2 1) ; C4: (2 3 0 1) -> (0 3 2 1) ; F4: (2 1 0 3) -> (0 1 2 3)
60461,14,3,C3+C4+F4,3,2q^3 + 6q^4 + 11q^5 + 14q^6 + 13q^7 + 10q^8 + 7q^9 + 4q^10 + 2q^11 + 1q^12,C3: (3 0 1) -> (3 3 1) ; C4: (3 3 0 1) -> (0 3 3 1) ; F4: (3 1 0 3) -> (0 1 3 3)
60464,13,3,C3+C4+F4,5,1q^3 + 2q^4 + 4q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,C3: (3 0 2) -> (0 3 3) ; C4: (1 3 0 2) -> (0 0 3 3) ; F4: (3 2 0 3) -> (0 3 3 0)
60466,11,3,C3+C4+F4,9,1q^2 + 3q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (3 0 2) -> (1 3 2) ; C4: (1 3 0 2) -> (0 1 3 2) ; F4: (2 2 0 3) -> (0 2 3 1)
60468,14,3,C3+C4+F4,4,1q^3 + 7q^4 + 9q^5 + 11q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (3 0 2) -> (2 2 3) ; C4: (2 3 0 2) -> (0 2 2 3) ; F4: (3 2 0 3) -> (0 3 2 2)
